Kabupaten/Kota,Sambal jadi,Tahun,Provinsi
Bangli,12,2020,Bali
Karangasem,38,2020,Bali
Buleleng,23,2020,Bali
Denpasar,107,2020,Bali
Lombok Barat,18,2020,Nusa Tenggara Barat
Lombok Tengah,32,2020,Nusa Tenggara Barat
Lombok Timur,30,2020,Nusa Tenggara Barat
Sumbawa,13,2020,Nusa Tenggara Barat
Dompu,40,2020,Nusa Tenggara Barat
Bima,22,2020,Nusa Tenggara Barat
Sumbawa Barat,100,2020,Nusa Tenggara Barat
Lombok Utara,2,2020,Nusa Tenggara Barat
Mataram,99,2020,Nusa Tenggara Barat
Sumba Barat,7,2020,Nusa Tenggara Timur
Sumba Timur,2,2020,Nusa Tenggara Timur
Kupang,3,2020,Nusa Tenggara Timur
Timor Tengah Selatan,3,2020,Nusa Tenggara Timur
Timor Tengah Utara,12,2020,Nusa Tenggara Timur
Belu,1,2020,Nusa Tenggara Timur
Alor,16,2020,Nusa Tenggara Timur
Lembata,9,2020,Nusa Tenggara Timur
Flores Timur,10,2020,Nusa Tenggara Timur
Sikka,7,2020,Nusa Tenggara Timur
Ende,6,2020,Nusa Tenggara Timur
Ngada,12,2020,Nusa Tenggara Timur
Manggarai,3,2020,Nusa Tenggara Timur
Rote Ndao,9,2020,Nusa Tenggara Timur
Manggarai Barat,52,2020,Nusa Tenggara Timur
Sumba Tengah,,2020,Nusa Tenggara Timur
Sumba Barat Daya,0,2020,Nusa Tenggara Timur
Nagekeo,,2020,Nusa Tenggara Timur
Manggarai Timur,7,2020,Nusa Tenggara Timur
Sabu Raijua,21,2020,Nusa Tenggara Timur
Malaka,2,2020,Nusa Tenggara Timur
Sambas,30,2020,Kalimantan Barat
Bengkayang,28,2020,Kalimantan Barat
Landak,11,2020,Kalimantan Barat
Mempawah,30,2020,Kalimantan Barat
Sanggau,24,2020,Kalimantan Barat
Ketapang,32,2020,Kalimantan Barat
Sintang,10,2020,Kalimantan Barat
Kapuas Hulu,101,2020,Kalimantan Barat
Sekadau,45,2020,Kalimantan Barat
Melawi,20,2020,Kalimantan Barat
Kayong Utara,55,2020,Kalimantan Barat
Kubu Raya,60,2020,Kalimantan Barat
Pontianak,105,2020,Kalimantan Barat
Singkawang,154,2020,Kalimantan Barat
Kotawaringin Barat,29,2020,Kalimantan Tengah
Kotawaringin Timur,51,2020,Kalimantan Tengah
Kapuas,36,2020,Kalimantan Tengah
Barito Selatan,129,2020,Kalimantan Tengah
Barito Utara,76,2020,Kalimantan Tengah
Sukamara,62,2020,Kalimantan Tengah
Lamandau,52,2020,Kalimantan Tengah
Seruyan,92,2020,Kalimantan Tengah
Katingan,58,2020,Kalimantan Tengah
Pulang Pisau,13,2020,Kalimantan Tengah
Gunung Mas,34,2020,Kalimantan Tengah
Barito Timur,85,2020,Kalimantan Tengah
Murung Raya,66,2020,Kalimantan Tengah
Palangka Raya,65,2020,Kalimantan Tengah
Tanah Laut,28,2020,Kalimantan Selatan
Kotabaru,85,2020,Kalimantan Selatan
Barito Kuala,47,2020,Kalimantan Selatan
Tapin,71,2020,Kalimantan Selatan
Hulu Sungai Selatan,40,2020,Kalimantan Selatan
Hulu Sungai Tengah,34,2020,Kalimantan Selatan
Hulu Sungai Utara,24,2020,Kalimantan Selatan
Tabalong,36,2020,Kalimantan Selatan
Tanah Bumbu,34,2020,Kalimantan Selatan
Balangan,18,2020,Kalimantan Selatan
Banjarmasin,103,2020,Kalimantan Selatan
Banjar Baru,282,2020,Kalimantan Selatan
Paser,61,2020,Kalimantan Timur
Kutai Barat,29,2020,Kalimantan Timur
Kutai Kartanegara,69,2020,Kalimantan Timur
Kutai Timur,125,2020,Kalimantan Timur
Berau,293,2020,Kalimantan Timur
Penajam Paser Utara,78,2020,Kalimantan Timur
Mahakam Ulu,33,2020,Kalimantan Timur
Balikpapan,177,2020,Kalimantan Timur
Samarinda,142,2020,Kalimantan Timur
Bontang,179,2020,Kalimantan Timur
Malinau,19,2020,Kalimantan Utara
Bulungan,83,2020,Kalimantan Utara
Tana Tidung,251,2020,Kalimantan Utara
Nunukan,87,2020,Kalimantan Utara
Tarakan,86,2020,Kalimantan Utara
Bolaang Mongondow,8,2020,Sulawesi Utara
Minahasa,22,2020,Sulawesi Utara
Kepulauan Sangihe,12,2020,Sulawesi Utara
Kepulauan Talaud,6,2020,Sulawesi Utara
Minahasa Selatan,5,2020,Sulawesi Utara
Minahasa Utara,50,2020,Sulawesi Utara
Bolaang Mongondow Utara,7,2020,Sulawesi Utara
Siau Tagulandang Biaro,12,2020,Sulawesi Utara
Minahasa Tenggara,10,2020,Sulawesi Utara
Bolaang Mongondow Selatan,1,2020,Sulawesi Utara
Bolaang Mongondow Timur,11,2020,Sulawesi Utara
Manado,106,2020,Sulawesi Utara
Bitung,80,2020,Sulawesi Utara
Tomohon,30,2020,Sulawesi Utara
Kotamobagu,8,2020,Sulawesi Utara
Banggai Kepulauan,7,2020,Sulawesi Tengah
Banggai,24,2020,Sulawesi Tengah
Morowali,53,2020,Sulawesi Tengah
Poso,32,2020,Sulawesi Tengah
Donggala,17,2020,Sulawesi Tengah
Toli-Toli,45,2020,Sulawesi Tengah
Buol,14,2020,Sulawesi Tengah
Parigi Moutong,24,2020,Sulawesi Tengah
Tojo Una-Una,31,2020,Sulawesi Tengah
Sigi,21,2020,Sulawesi Tengah
Banggai Laut,13,2020,Sulawesi Tengah
Morowali Utara,23,2020,Sulawesi Tengah
Palu,88,2020,Sulawesi Tengah
Kepulauan Selayar,114,2020,Sulawesi Selatan
Bulukumba,23,2020,Sulawesi Selatan
Bantaeng,120,2020,Sulawesi Selatan
Jeneponto,45,2020,Sulawesi Selatan
Takalar,85,2020,Sulawesi Selatan
Gowa,123,2020,Sulawesi Selatan
Sinjai,127,2020,Sulawesi Selatan
Maros,151,2020,Sulawesi Selatan
Pangkajene dan Kepulauan,137,2020,Sulawesi Selatan
Barru,26,2020,Sulawesi Selatan
Bone,81,2020,Sulawesi Selatan
Soppeng,53,2020,Sulawesi Selatan
Wajo,110,2020,Sulawesi Selatan
Sidenreng Rappang,72,2020,Sulawesi Selatan
Pinrang,60,2020,Sulawesi Selatan
Enrekang,40,2020,Sulawesi Selatan
Luwu,66,2020,Sulawesi Selatan
Tana Toraja,9,2020,Sulawesi Selatan
Luwu Utara,27,2020,Sulawesi Selatan
Luwu Timur,79,2020,Sulawesi Selatan
Toraja Utara,29,2020,Sulawesi Selatan
Makasar,209,2020,Sulawesi Selatan
Parepare,143,2020,Sulawesi Selatan
Palopo,74,2020,Sulawesi Selatan
Buton,73,2020,Sulawesi Tenggara
Muna,19,2020,Sulawesi Tenggara
Konawe,40,2020,Sulawesi Tenggara
Kolaka,106,2020,Sulawesi Tenggara
Konawe Selatan,33,2020,Sulawesi Tenggara
Bombana,96,2020,Sulawesi Tenggara
Wakatobi,171,2020,Sulawesi Tenggara
Kolaka Utara,57,2020,Sulawesi Tenggara
Buton Utara,63,2020,Sulawesi Tenggara
Konawe Utara,80,2020,Sulawesi Tenggara
Kolaka Timur,63,2020,Sulawesi Tenggara
Konawe Kepulauan,33,2020,Sulawesi Tenggara
Muna Barat,23,2020,Sulawesi Tenggara
Buton Tengah,7,2020,Sulawesi Tenggara
Buton Selatan,69,2020,Sulawesi Tenggara
Kendari,83,2020,Sulawesi Tenggara
Baubau,113,2020,Sulawesi Tenggara
Boalemo,4,2020,Gorontalo
Gorontalo,18,2020,Gorontalo
Pohuwato,6,2020,Gorontalo
Bone Bolango,26,2020,Gorontalo
Gorontalo Utara,7,2020,Gorontalo
Majene,122,2020,Sulawesi Barat
Polewali Mandar,26,2020,Sulawesi Barat
Mamasa,2,2020,Sulawesi Barat
Mamuju,78,2020,Sulawesi Barat
Mamuju Utara,48,2020,Sulawesi Barat
Mamuju Tengah,45,2020,Sulawesi Barat
Maluku Tenggara Barat,55,2020,Maluku
Maluku Tenggara,69,2020,Maluku
Maluku Tengah,53,2020,Maluku
Buru,62,2020,Maluku
Kepulauan Aru,62,2020,Maluku
Seram Bagian Barat,29,2020,Maluku
Seram Bagian Timur,35,2020,Maluku
Maluku Barat Daya,41,2020,Maluku
Buru Selatan,45,2020,Maluku
Ambon,51,2020,Maluku
Tual,27,2020,Maluku
Halmahera Barat,20,2020,Maluku Utara
Halmahera Tengah,68,2020,Maluku Utara
Kepulauan Sula,8,2020,Maluku Utara
Halmahera Selatan,66,2020,Maluku Utara
Halmahera Utara,17,2020,Maluku Utara
Halmahera Timur,19,2020,Maluku Utara
Pulau Morotai,15,2020,Maluku Utara
Pulau Taliabu,28,2020,Maluku Utara
Ternate,24,2020,Maluku Utara
Tidore Kepulauan,30,2020,Maluku Utara
Fakfak,100,2020,Papua Barat
Kaimana,164,2020,Papua Barat
Teluk Wondama,117,2020,Papua Barat
Teluk Bintuni,93,2020,Papua Barat
Manokwari,38,2020,Papua Barat
Sorong Selatan,58,2020,Papua Barat
Sorong,42,2020,Papua Barat
Raja Ampat,139,2020,Papua Barat
Tambrauw,6,2020,Papua Barat
Maybrat,126,2020,Papua Barat
Manokwari Selatan,29,2020,Papua Barat
Pegunungan Arfak,45,2020,Papua Barat
Merauke,79,2020,Papua
Jayawijaya,16,2020,Papua
Jayapura,24,2020,Papua
Nabire,165,2020,Papua
Kepulauan Yapen,114,2020,Papua
Biak Numfor,73,2020,Papua
Paniai,,2020,Papua
Puncak Jaya,23,2020,Papua
Mimika,87,2020,Papua
Boven Digoel,190,2020,Papua
Mappi,5,2020,Papua
Asmat,70,2020,Papua
Yahukimo,6,2020,Papua
Pegunungan Bintang,104,2020,Papua
Tolikara,101,2020,Papua
Sarmi,54,2020,Papua
Keerom,9,2020,Papua
Waropen,80,2020,Papua
Supiori,70,2020,Papua
Mamberamo Raya,32,2020,Papua
Nduga,4,2020,Papua
Lanny Jaya,3,2020,Papua
Mamberamo Tengah,5,2020,Papua
Yalimo,115,2020,Papua
Puncak,,2020,Jawa Barat
Dogiyai,11,2020,Papua
Intan Jaya,,2020,Papua
Deiyai,130,2020,Papua
Simeulue,24,2021,Aceh
Aceh Singkil,5,2021,Aceh
Aceh Selatan,4,2021,Aceh
Aceh Tenggara,6,2021,Aceh
Aceh Timur,4,2021,Aceh
Aceh Tengah,40,2021,Aceh
Aceh Barat,58,2021,Aceh
Aceh Besar,19,2021,Aceh
Pidie,7,2021,Aceh
Bireuen,8,2021,Aceh
Aceh Utara,10,2021,Aceh
Aceh Barat Daya,0,2021,Aceh
Gayo Lues,38,2021,Aceh
Aceh Tamiang,1,2021,Aceh
Nagan Raya,31,2021,Aceh
Aceh Jaya,12,2021,Aceh
Bener Meriah,21,2021,Aceh
Pidie Jaya,22,2021,Aceh
Banda Aceh,138,2021,Aceh
Sabang,98,2021,Aceh
Langsa,82,2021,Aceh
Lhokseumawe,82,2021,Aceh
Subulussalam,4,2021,Aceh
Nias,7,2021,Sumatera Utara
Mandailing Natal,3,2021,Sumatera Utara
Tapanuli Selatan,0,2021,Sumatera Utara
Tapanuli Tengah,10,2021,Sumatera Utara
Tapanuli Utara,7,2021,Sumatera Utara
Toba Samosir,28,2021,Sumatera Utara
Labuhan Batu,6,2021,Sumatera Utara
Asahan,28,2021,Sumatera Utara
Simalungun,15,2021,Sumatera Utara
Dairi,11,2021,Sumatera Utara
Karo,22,2021,Sumatera Utara
Deli Serdang,33,2021,Sumatera Utara
Langkat,16,2021,Sumatera Utara
Nias Selatan,7,2021,Sumatera Utara
Humbang Hasundutan,8,2021,Sumatera Utara
Pakpak Bharat,4,2021,Sumatera Utara
Samosir,6,2021,Sumatera Utara
Serdang Bedagai,28,2021,Sumatera Utara
Batu Bara,12,2021,Sumatera Utara
Padang Lawas Utara,1,2021,Sumatera Utara
Padang Lawas,1,2021,Sumatera Utara
Labuhan Batu Selatan,8,2021,Sumatera Utara
Labuhan Batu Utara,54,2021,Sumatera Utara
Nias Utara,9,2021,Sumatera Utara
Nias Barat,23,2021,Sumatera Utara
Sibolga,10,2021,Sumatera Utara
Tanjung Balai,41,2021,Sumatera Utara
Pematang Siantar,7,2021,Sumatera Utara
Tebing Tinggi,61,2021,Sumatera Utara
Medan,137,2021,Sumatera Utara
Binjai,83,2021,Sumatera Utara
Padangsidimpuan,12,2021,Sumatera Utara
Gunungsitoli,6,2021,Sumatera Utara
Kepulauan Mentawai,59,2021,Sumatera Barat
Pesisir Selatan,40,2021,Sumatera Barat
Solok,0,2021,Sumatera Barat
Sijunjung,10,2021,Sumatera Barat
Tanah Datar,24,2021,Sumatera Barat
Padang Pariaman,44,2021,Sumatera Barat
Agam,40,2021,Sumatera Barat
Lima Puluh Kota,19,2021,Sumatera Barat
Pasaman,4,2021,Sumatera Barat
Solok Selatan,23,2021,Sumatera Barat
Dharmasraya,32,2021,Sumatera Barat
Pasaman Barat,16,2021,Sumatera Barat
Padang,160,2021,Sumatera Barat
Sawah Lunto,107,2021,Sumatera Barat
Padang Panjang,149,2021,Sumatera Barat
Bukittinggi,150,2021,Sumatera Barat
Payakumbuh,171,2021,Sumatera Barat
Pariaman,96,2021,Sumatera Barat
Kuantan Singingi,84,2021,Riau
Indragiri Hulu,10,2021,Riau
Indragiri Hilir,108,2021,Riau
Pelalawan,45,2021,Riau
Siak,72,2021,Riau
Kampar,89,2021,Riau
Rokan Hulu,38,2021,Riau
Bengkalis,76,2021,Riau
Rokan Hilir,41,2021,Riau
Kepulauan Meranti,44,2021,Riau
Pekanbaru,124,2021,Riau
Dumai,131,2021,Riau
Kerinci,,2021,Jambi
Merangin,32,2021,Jambi
Sarolangun,30,2021,Jambi
Batang Hari,28,2021,Jambi
Muaro Jambi,19,2021,Jambi
Tanjung Jabung Timur,92,2021,Jambi
Tanjung Jabung Barat,19,2021,Jambi
Tebo,22,2021,Jambi
Bungo,19,2021,Jambi
Jambi,313,2021,Jambi
Sungai Penuh,29,2021,Jambi
Ogan Komering Ulu,20,2021,Sumatera Selatan
Ogan Komering Ilir,53,2021,Sumatera Selatan
Muara Enim,98,2021,Sumatera Selatan
Lahat,30,2021,Sumatera Selatan
Musi Rawas,45,2021,Sumatera Selatan
Musi Banyuasin,139,2021,Sumatera Selatan
Banyu Asin,120,2021,Sumatera Selatan
Ogan Komering Ulu Selatan,11,2021,Sumatera Selatan
Ogan Komering Ulu Timur,34,2021,Sumatera Selatan
Ogan Ilir,33,2021,Sumatera Selatan
Empat Lawang,24,2021,Sumatera Selatan
Penukal Abab Lematang Ilir,67,2021,Sumatera Selatan
Musi Rawas Utara,58,2021,Sumatera Selatan
Palembang,325,2021,Sumatera Selatan
Prabumulih,54,2021,Sumatera Selatan
Pagar Alam,56,2021,Sumatera Selatan
Lubuklinggau,83,2021,Sumatera Selatan
Bengkulu Selatan,25,2021,Bengkulu
Rejang Lebong,12,2021,Bengkulu
Bengkulu Utara,42,2021,Bengkulu
Kaur,10,2021,Bengkulu
Seluma,7,2021,Bengkulu
Mukomuko,22,2021,Bengkulu
Lebong,9,2021,Bengkulu
Kepahiang,5,2021,Bengkulu
Bengkulu Tengah,24,2021,Bengkulu
Bengkulu,109,2021,Bengkulu
Lampung Barat,36,2021,Lampung
Tanggamus,9,2021,Lampung
Lampung Selatan,57,2021,Lampung
Lampung Timur,8,2021,Lampung
Lampung Tengah,4,2021,Lampung
Lampung Utara,11,2021,Lampung
Way Kanan,15,2021,Lampung
Tulangbawang,7,2021,Lampung
Pesawaran,10,2021,Lampung
Pringsewu,27,2021,Lampung
Mesuji,26,2021,Lampung
Tulang Bawang Barat,7,2021,Lampung
Pesisir Barat,18,2021,Lampung
Bandar Lampung,121,2021,Lampung
Metro,54,2021,Lampung
Bangka,208,2021,Kepulauan Bangka Belitung
Belitung,128,2021,Kepulauan Bangka Belitung
Bangka Barat,113,2021,Kepulauan Bangka Belitung
Bangka Tengah,117,2021,Kepulauan Bangka Belitung
Bangka Selatan,24,2021,Kepulauan Bangka Belitung
Belitung Timur,80,2021,Kepulauan Bangka Belitung
Pangkal Pinang,192,2021,Kepulauan Bangka Belitung
Karimun,126,2021,Kepulauan Riau
Bintan,226,2021,Kepulauan Riau
Natuna,421,2021,Kepulauan Riau
Lingga,194,2021,Kepulauan Riau
Kepulauan Anambas,284,2021,Kepulauan Riau
Batam,298,2021,Kepulauan Riau
Tanjung Pinang,410,2021,Kepulauan Riau
Kep. Seribu,98,2021,DKI Jakarta
Jakarta Selatan,411,2021,D.K.I. Jakarta
Jakarta Timur,283,2021,D.K.I. Jakarta
Jakarta Pusat,201,2021,D.K.I. Jakarta
Jakarta Barat,233,2021,D.K.I. Jakarta
Jakarta Utara,205,2021,D.K.I. Jakarta
Bogor,128,2021,Jawa Barat
Sukabumi,25,2021,Jawa Barat
Cianjur,75,2021,Jawa Barat
Bandung,110,2021,Jawa Barat
Garut,62,2021,Jawa Barat
Tasikmalaya,24,2021,Jawa Barat
Ciamis,29,2021,Jawa Barat
Kuningan,66,2021,Jawa Barat
Cirebon,85,2021,Jawa Barat
Majalengka,40,2021,Jawa Barat
Sumedang,84,2021,Jawa Barat
Indramayu,141,2021,Jawa Barat
Subang,83,2021,Jawa Barat
Purwakarta,93,2021,Jawa Barat
Karawang,149,2021,Jawa Barat
Bekasi,159,2021,Jawa Barat
Bandung Barat,62,2021,Jawa Barat
Pangandaran,39,2021,Jawa Barat
Depok,300,2021,Jawa Barat
Cimahi,286,2021,Jawa Barat
Banjar,32,2021,Jawa Barat
Cilacap,45,2021,Jawa Tengah
Banyumas,38,2021,Jawa Tengah
Purbalingga,18,2021,Jawa Tengah
Banjarnegara,31,2021,Jawa Tengah
Kebumen,25,2021,Jawa Tengah
Purworejo,41,2021,Jawa Tengah
Wonosobo,29,2021,Jawa Tengah
Magelang,19,2021,Jawa Tengah
Boyolali,17,2021,Jawa Tengah
Klaten,55,2021,Jawa Tengah
Sukoharjo,58,2021,Jawa Tengah
Wonogiri,10,2021,Jawa Tengah
Karanganyar,48,2021,Jawa Tengah
Sragen,23,2021,Jawa Tengah
Grobogan,9,2021,Jawa Tengah
Blora,19,2021,Jawa Tengah
Rembang,33,2021,Jawa Tengah
Pati,12,2021,Jawa Tengah
Kudus,9,2021,Jawa Tengah
Jepara,11,2021,Jawa Tengah
Demak,25,2021,Jawa Tengah
Semarang,17,2021,Jawa Tengah
Temanggung,27,2021,Jawa Tengah
Kendal,45,2021,Jawa Tengah
Batang,8,2021,Jawa Tengah
Pekalongan,44,2021,Jawa Tengah
Pemalang,50,2021,Jawa Tengah
Tegal,101,2021,Jawa Tengah
Brebes,51,2021,Jawa Tengah
Surakarta,116,2021,Jawa Tengah
Salatiga,75,2021,Jawa Tengah
Kulon Progo,23,2021,D.I. Yogyakarta
Bantul,87,2021,D.I. Yogyakarta
Gunung Kidul,18,2021,D.I. Yogyakarta
Sleman,125,2021,D.I. Yogyakarta
Yogyakarta,171,2021,D.I. Yogyakarta
Pacitan,3,2021,Jawa Timur
Ponorogo,54,2021,Jawa Timur
Trenggalek,17,2021,Jawa Timur
Tulungagung,40,2021,Jawa Timur
Blitar,71,2021,Jawa Timur
Kediri,67,2021,Jawa Timur
Malang,24,2021,Jawa Timur
Lumajang,25,2021,Jawa Timur
Jember,23,2021,Jawa Timur
Banyuwangi,35,2021,Jawa Timur
Bondowoso,16,2021,Jawa Timur
Situbondo,25,2021,Jawa Timur
Probolinggo,5,2021,Jawa Timur
Pasuruan,45,2021,Jawa Timur
Sidoarjo,176,2021,Jawa Timur
Mojokerto,21,2021,Jawa Timur
Jombang,41,2021,Jawa Timur
Nganjuk,85,2021,Jawa Timur
Madiun,70,2021,Jawa Timur
Magetan,39,2021,Jawa Timur
Ngawi,36,2021,Jawa Timur
Bojonegoro,7,2021,Jawa Timur
Tuban,8,2021,Jawa Timur
Lamongan,35,2021,Jawa Timur
Gresik,65,2021,Jawa Timur
Bangkalan,22,2021,Jawa Timur
Sampang,29,2021,Jawa Timur
Pamekasan,33,2021,Jawa Timur
Sumenep,43,2021,Jawa Timur
Surabaya,194,2021,Jawa Timur
Batu,78,2021,Jawa Timur
Pandeglang,37,2021,Banten
Lebak,39,2021,Banten
Tangerang,85,2021,Banten
Serang,44,2021,Banten
Cilegon,221,2021,Banten
Tangerang Selatan,196,2021,Banten
Jembrana,53,2021,Bali
Tabanan,69,2021,Bali
Badung,169,2021,Bali
Gianyar,50,2021,Bali
Klungkung,18,2021,Bali
Bangli,63,2021,Bali
Karangasem,14,2021,Bali
Buleleng,17,2021,Bali
Denpasar,143,2021,Bali
Lombok Barat,25,2021,Nusa Tenggara Barat
Lombok Tengah,18,2021,Nusa Tenggara Barat
Lombok Timur,39,2021,Nusa Tenggara Barat
Sumbawa,32,2021,Nusa Tenggara Barat
Dompu,67,2021,Nusa Tenggara Barat
Bima,42,2021,Nusa Tenggara Barat
Sumbawa Barat,108,2021,Nusa Tenggara Barat
Lombok Utara,3,2021,Nusa Tenggara Barat
Mataram,106,2021,Nusa Tenggara Barat
Sumba Barat,6,2021,Nusa Tenggara Timur
Sumba Timur,2,2021,Nusa Tenggara Timur
Kupang,5,2021,Nusa Tenggara Timur
Timor Tengah Selatan,10,2021,Nusa Tenggara Timur
Timor Tengah Utara,,2021,Nusa Tenggara Timur
Belu,13,2021,Nusa Tenggara Timur
Alor,31,2021,Nusa Tenggara Timur
Lembata,16,2021,Nusa Tenggara Timur
Flores Timur,21,2021,Nusa Tenggara Timur
Sikka,3,2021,Nusa Tenggara Timur
Ende,29,2021,Nusa Tenggara Timur
Ngada,11,2021,Nusa Tenggara Timur
Manggarai,18,2021,Nusa Tenggara Timur
Rote Ndao,,2021,Nusa Tenggara Timur
Manggarai Barat,32,2021,Nusa Tenggara Timur
Sumba Tengah,7,2021,Nusa Tenggara Timur
Sumba Barat Daya,0,2021,Nusa Tenggara Timur
Nagekeo,7,2021,Nusa Tenggara Timur
Manggarai Timur,1,2021,Nusa Tenggara Timur
Sabu Raijua,11,2021,Nusa Tenggara Timur
Malaka,2,2021,Nusa Tenggara Timur
Sambas,32,2021,Kalimantan Barat
Bengkayang,23,2021,Kalimantan Barat
Landak,29,2021,Kalimantan Barat
Mempawah,82,2021,Kalimantan Barat
Sanggau,42,2021,Kalimantan Barat
Ketapang,35,2021,Kalimantan Barat
Sintang,51,2021,Kalimantan Barat
Kapuas Hulu,81,2021,Kalimantan Barat
Sekadau,77,2021,Kalimantan Barat
Melawi,13,2021,Kalimantan Barat
Kayong Utara,28,2021,Kalimantan Barat
Kubu Raya,50,2021,Kalimantan Barat
Pontianak,223,2021,Kalimantan Barat
Singkawang,184,2021,Kalimantan Barat
Kotawaringin Barat,63,2021,Kalimantan Tengah
Kotawaringin Timur,60,2021,Kalimantan Tengah
Kapuas,65,2021,Kalimantan Tengah
Barito Selatan,134,2021,Kalimantan Tengah
Barito Utara,76,2021,Kalimantan Tengah
Sukamara,100,2021,Kalimantan Tengah
Lamandau,28,2021,Kalimantan Tengah
Seruyan,75,2021,Kalimantan Tengah
Katingan,49,2021,Kalimantan Tengah
Pulang Pisau,52,2021,Kalimantan Tengah
Gunung Mas,40,2021,Kalimantan Tengah
Barito Timur,78,2021,Kalimantan Tengah
Murung Raya,216,2021,Kalimantan Tengah
Palangka Raya,86,2021,Kalimantan Tengah
Tanah Laut,48,2021,Kalimantan Selatan
Kotabaru,154,2021,Kalimantan Selatan
Barito Kuala,66,2021,Kalimantan Selatan
Tapin,71,2021,Kalimantan Selatan
Hulu Sungai Selatan,61,2021,Kalimantan Selatan
Hulu Sungai Tengah,51,2021,Kalimantan Selatan
Hulu Sungai Utara,54,2021,Kalimantan Selatan
Tabalong,58,2021,Kalimantan Selatan
Tanah Bumbu,21,2021,Kalimantan Selatan
Balangan,39,2021,Kalimantan Selatan
Banjarmasin,180,2021,Kalimantan Selatan
Banjar Baru,199,2021,Kalimantan Selatan
Paser,68,2021,Kalimantan Timur
Kutai Barat,93,2021,Kalimantan Timur
Kutai Kartanegara,98,2021,Kalimantan Timur
Kutai Timur,89,2021,Kalimantan Timur
Berau,276,2021,Kalimantan Timur
Penajam Paser Utara,57,2021,Kalimantan Timur
Mahakam Ulu,45,2021,Kalimantan Timur
Balikpapan,172,2021,Kalimantan Timur
Samarinda,160,2021,Kalimantan Timur
Bontang,151,2021,Kalimantan Timur
Malinau,35,2021,Kalimantan Utara
Bulungan,127,2021,Kalimantan Utara
Tana Tidung,84,2021,Kalimantan Utara
Nunukan,71,2021,Kalimantan Utara
Tarakan,160,2021,Kalimantan Utara
Bolaang Mongondow,5,2021,Sulawesi Utara
Minahasa,46,2021,Sulawesi Utara
Kepulauan Sangihe,33,2021,Sulawesi Utara
Kepulauan Talaud,8,2021,Sulawesi Utara
Minahasa Selatan,9,2021,Sulawesi Utara
Minahasa Utara,59,2021,Sulawesi Utara
Bolaang Mongondow Utara,32,2021,Sulawesi Utara
Siau Tagulandang Biaro,6,2021,Sulawesi Utara
Minahasa Tenggara,16,2021,Sulawesi Utara
Bolaang Mongondow Selatan,2,2021,Sulawesi Utara
Bolaang Mongondow Timur,21,2021,Sulawesi Utara
Manado,164,2021,Sulawesi Utara
Bitung,79,2021,Sulawesi Utara
Tomohon,48,2021,Sulawesi Utara
Kotamobagu,24,2021,Sulawesi Utara
Banggai Kepulauan,10,2021,Sulawesi Tengah
Banggai,11,2021,Sulawesi Tengah
