Kabupaten/Kota,Sambal jadi,Tahun,Provinsi
Morowali,187,2021,Sulawesi Tengah
Poso,20,2021,Sulawesi Tengah
Donggala,31,2021,Sulawesi Tengah
Toli-Toli,24,2021,Sulawesi Tengah
Buol,11,2021,Sulawesi Tengah
Parigi Moutong,22,2021,Sulawesi Tengah
Tojo Una-Una,32,2021,Sulawesi Tengah
Sigi,13,2021,Sulawesi Tengah
Banggai Laut,53,2021,Sulawesi Tengah
Morowali Utara,90,2021,Sulawesi Tengah
Palu,65,2021,Sulawesi Tengah
Kepulauan Selayar,236,2021,Sulawesi Selatan
Bulukumba,23,2021,Sulawesi Selatan
Bantaeng,123,2021,Sulawesi Selatan
Jeneponto,70,2021,Sulawesi Selatan
Takalar,121,2021,Sulawesi Selatan
Gowa,82,2021,Sulawesi Selatan
Sinjai,161,2021,Sulawesi Selatan
Maros,134,2021,Sulawesi Selatan
Pangkajene dan Kepulauan,206,2021,Sulawesi Selatan
Barru,62,2021,Sulawesi Selatan
Bone,120,2021,Sulawesi Selatan
Soppeng,133,2021,Sulawesi Selatan
Wajo,105,2021,Sulawesi Selatan
Sidenreng Rappang,86,2021,Sulawesi Selatan
Pinrang,44,2021,Sulawesi Selatan
Enrekang,31,2021,Sulawesi Selatan
Luwu,42,2021,Sulawesi Selatan
Tana Toraja,28,2021,Sulawesi Selatan
Luwu Utara,28,2021,Sulawesi Selatan
Luwu Timur,45,2021,Sulawesi Selatan
Toraja Utara,13,2021,Sulawesi Selatan
Makasar,282,2021,Sulawesi Selatan
Parepare,260,2021,Sulawesi Selatan
Palopo,104,2021,Sulawesi Selatan
Buton,47,2021,Sulawesi Tenggara
Muna,32,2021,Sulawesi Tenggara
Konawe,29,2021,Sulawesi Tenggara
Kolaka,77,2021,Sulawesi Tenggara
Konawe Selatan,15,2021,Sulawesi Tenggara
Bombana,129,2021,Sulawesi Tenggara
Wakatobi,159,2021,Sulawesi Tenggara
Kolaka Utara,148,2021,Sulawesi Tenggara
Buton Utara,89,2021,Sulawesi Tenggara
Konawe Utara,105,2021,Sulawesi Tenggara
Kolaka Timur,23,2021,Sulawesi Tenggara
Konawe Kepulauan,69,2021,Sulawesi Tenggara
Muna Barat,34,2021,Sulawesi Tenggara
Buton Tengah,57,2021,Sulawesi Tenggara
Buton Selatan,16,2021,Sulawesi Tenggara
Kendari,90,2021,Sulawesi Tenggara
Baubau,170,2021,Sulawesi Tenggara
Boalemo,4,2021,Gorontalo
Gorontalo,29,2021,Gorontalo
Pohuwato,4,2021,Gorontalo
Bone Bolango,23,2021,Gorontalo
Gorontalo Utara,2,2021,Gorontalo
Majene,113,2021,Sulawesi Barat
Polewali Mandar,53,2021,Sulawesi Barat
Mamasa,17,2021,Sulawesi Barat
Mamuju,63,2021,Sulawesi Barat
Mamuju Utara,68,2021,Sulawesi Barat
Mamuju Tengah,55,2021,Sulawesi Barat
Maluku Tenggara Barat,58,2021,Maluku
Maluku Tenggara,56,2021,Maluku
Maluku Tengah,66,2021,Maluku
Buru,52,2021,Maluku
Kepulauan Aru,129,2021,Maluku
Seram Bagian Barat,30,2021,Maluku
Seram Bagian Timur,42,2021,Maluku
Maluku Barat Daya,45,2021,Maluku
Buru Selatan,32,2021,Maluku
Ambon,103,2021,Maluku
Tual,38,2021,Maluku
Halmahera Barat,40,2021,Maluku Utara
Halmahera Tengah,45,2021,Maluku Utara
Kepulauan Sula,9,2021,Maluku Utara
Halmahera Selatan,75,2021,Maluku Utara
Halmahera Utara,19,2021,Maluku Utara
Halmahera Timur,20,2021,Maluku Utara
Pulau Morotai,87,2021,Maluku Utara
Pulau Taliabu,43,2021,Maluku Utara
Ternate,71,2021,Maluku Utara
Tidore Kepulauan,85,2021,Maluku Utara
Fakfak,187,2021,Papua Barat
Kaimana,133,2021,Papua Barat
Teluk Wondama,91,2021,Papua Barat
Teluk Bintuni,69,2021,Papua Barat
Manokwari,67,2021,Papua Barat
Sorong Selatan,5,2021,Papua Barat
Sorong,38,2021,Papua Barat
Raja Ampat,283,2021,Papua Barat
Tambrauw,52,2021,Papua Barat
Maybrat,24,2021,Papua Barat
Manokwari Selatan,49,2021,Papua Barat
Pegunungan Arfak,11,2021,Papua Barat
Merauke,90,2021,Papua
Jayawijaya,161,2021,Papua
Jayapura,114,2021,Papua
Nabire,139,2021,Papua
Kepulauan Yapen,116,2021,Papua
Biak Numfor,65,2021,Papua
Paniai,,2021,Papua
Puncak Jaya,33,2021,Papua
Mimika,129,2021,Papua
Boven Digoel,21,2021,Papua
Mappi,93,2021,Papua
Asmat,48,2021,Papua
Yahukimo,1,2021,Papua
Pegunungan Bintang,34,2021,Papua
Tolikara,,2021,Papua
Sarmi,383,2021,Papua
Keerom,64,2021,Papua
Waropen,9,2021,Papua
Supiori,27,2021,Papua
Mamberamo Raya,50,2021,Papua
Nduga,53,2021,Papua
Lanny Jaya,,2021,Papua
Mamberamo Tengah,3,2021,Papua
Yalimo,5,2021,Papua
Puncak,,2021,Jawa Barat
Dogiyai,3,2021,Papua
Intan Jaya,,2021,Papua
Deiyai,,2021,Papua
Simeulue,10,2022,Aceh
Aceh Singkil,8,2022,Aceh
Aceh Selatan,1,2022,Aceh
Aceh Tenggara,20,2022,Aceh
Aceh Timur,4,2022,Aceh
Aceh Tengah,5,2022,Aceh
Aceh Barat,38,2022,Aceh
Aceh Besar,66,2022,Aceh
Pidie,16,2022,Aceh
Bireuen,3,2022,Aceh
Aceh Utara,19,2022,Aceh
Aceh Barat Daya,6,2022,Aceh
Gayo Lues,15,2022,Aceh
Aceh Tamiang,19,2022,Aceh
Nagan Raya,25,2022,Aceh
Aceh Jaya,19,2022,Aceh
Bener Meriah,22,2022,Aceh
Pidie Jaya,7,2022,Aceh
Banda Aceh,156,2022,Aceh
Sabang,130,2022,Aceh
Langsa,82,2022,Aceh
Lhokseumawe,49,2022,Aceh
Subulussalam,12,2022,Aceh
Nias,1,2022,Sumatera Utara
Mandailing Natal,2,2022,Sumatera Utara
Tapanuli Selatan,4,2022,Sumatera Utara
Tapanuli Tengah,0,2022,Sumatera Utara
Tapanuli Utara,23,2022,Sumatera Utara
Toba Samosir,22,2022,Sumatera Utara
Labuhan Batu,6,2022,Sumatera Utara
Asahan,27,2022,Sumatera Utara
Simalungun,1,2022,Sumatera Utara
Dairi,12,2022,Sumatera Utara
Karo,27,2022,Sumatera Utara
Deli Serdang,78,2022,Sumatera Utara
Langkat,20,2022,Sumatera Utara
Nias Selatan,7,2022,Sumatera Utara
Humbang Hasundutan,4,2022,Sumatera Utara
Pakpak Bharat,10,2022,Sumatera Utara
Samosir,43,2022,Sumatera Utara
Serdang Bedagai,37,2022,Sumatera Utara
Batu Bara,12,2022,Sumatera Utara
Padang Lawas Utara,10,2022,Sumatera Utara
Padang Lawas,1,2022,Sumatera Utara
Labuhan Batu Selatan,8,2022,Sumatera Utara
Labuhan Batu Utara,13,2022,Sumatera Utara
Nias Utara,3,2022,Sumatera Utara
Nias Barat,1,2022,Sumatera Utara
Sibolga,8,2022,Sumatera Utara
Tanjung Balai,9,2022,Sumatera Utara
Pematang Siantar,12,2022,Sumatera Utara
Tebing Tinggi,47,2022,Sumatera Utara
Medan,121,2022,Sumatera Utara
Binjai,44,2022,Sumatera Utara
Padangsidimpuan,3,2022,Sumatera Utara
Gunungsitoli,1,2022,Sumatera Utara
Kepulauan Mentawai,13,2022,Sumatera Barat
Pesisir Selatan,34,2022,Sumatera Barat
Solok,10,2022,Sumatera Barat
Sijunjung,16,2022,Sumatera Barat
Tanah Datar,20,2022,Sumatera Barat
Padang Pariaman,33,2022,Sumatera Barat
Agam,34,2022,Sumatera Barat
Lima Puluh Kota,22,2022,Sumatera Barat
Pasaman,14,2022,Sumatera Barat
Solok Selatan,5,2022,Sumatera Barat
Dharmasraya,35,2022,Sumatera Barat
Pasaman Barat,25,2022,Sumatera Barat
Padang,233,2022,Sumatera Barat
Sawah Lunto,89,2022,Sumatera Barat
Padang Panjang,192,2022,Sumatera Barat
Bukittinggi,151,2022,Sumatera Barat
Payakumbuh,133,2022,Sumatera Barat
Pariaman,88,2022,Sumatera Barat
Kuantan Singingi,27,2022,Riau
Indragiri Hulu,25,2022,Riau
Indragiri Hilir,65,2022,Riau
Pelalawan,26,2022,Riau
Siak,79,2022,Riau
Kampar,104,2022,Riau
Rokan Hulu,32,2022,Riau
Bengkalis,134,2022,Riau
Rokan Hilir,69,2022,Riau
Kepulauan Meranti,50,2022,Riau
Pekanbaru,231,2022,Riau
Dumai,89,2022,Riau
Kerinci,15,2022,Jambi
Merangin,23,2022,Jambi
Sarolangun,19,2022,Jambi
Batang Hari,30,2022,Jambi
Muaro Jambi,28,2022,Jambi
Tanjung Jabung Timur,42,2022,Jambi
Tanjung Jabung Barat,60,2022,Jambi
Tebo,76,2022,Jambi
Bungo,40,2022,Jambi
Jambi,334,2022,Jambi
Sungai Penuh,35,2022,Jambi
Ogan Komering Ulu,26,2022,Sumatera Selatan
Ogan Komering Ilir,89,2022,Sumatera Selatan
Muara Enim,54,2022,Sumatera Selatan
Lahat,41,2022,Sumatera Selatan
Musi Rawas,15,2022,Sumatera Selatan
Musi Banyuasin,63,2022,Sumatera Selatan
Banyu Asin,99,2022,Sumatera Selatan
Ogan Komering Ulu Selatan,2,2022,Sumatera Selatan
Ogan Komering Ulu Timur,41,2022,Sumatera Selatan
Ogan Ilir,73,2022,Sumatera Selatan
Empat Lawang,28,2022,Sumatera Selatan
Penukal Abab Lematang Ilir,64,2022,Sumatera Selatan
Musi Rawas Utara,102,2022,Sumatera Selatan
Palembang,252,2022,Sumatera Selatan
Prabumulih,74,2022,Sumatera Selatan
Pagar Alam,45,2022,Sumatera Selatan
Lubuklinggau,177,2022,Sumatera Selatan
Bengkulu Selatan,21,2022,Bengkulu
Rejang Lebong,31,2022,Bengkulu
Bengkulu Utara,31,2022,Bengkulu
Kaur,23,2022,Bengkulu
Seluma,5,2022,Bengkulu
Mukomuko,17,2022,Bengkulu
Lebong,3,2022,Bengkulu
Kepahiang,16,2022,Bengkulu
Bengkulu Tengah,,2022,Bengkulu
Bengkulu,92,2022,Bengkulu
Lampung Barat,59,2022,Lampung
Tanggamus,15,2022,Lampung
Lampung Selatan,25,2022,Lampung
Lampung Timur,15,2022,Lampung
Lampung Tengah,14,2022,Lampung
Lampung Utara,15,2022,Lampung
Way Kanan,15,2022,Lampung
Tulangbawang,18,2022,Lampung
Pesawaran,34,2022,Lampung
Pringsewu,23,2022,Lampung
Mesuji,25,2022,Lampung
Tulang Bawang Barat,17,2022,Lampung
Pesisir Barat,22,2022,Lampung
Bandar Lampung,178,2022,Lampung
Metro,13,2022,Lampung
Bangka,171,2022,Kepulauan Bangka Belitung
Belitung,169,2022,Kepulauan Bangka Belitung
Bangka Barat,48,2022,Kepulauan Bangka Belitung
Bangka Tengah,79,2022,Kepulauan Bangka Belitung
Bangka Selatan,17,2022,Kepulauan Bangka Belitung
Belitung Timur,148,2022,Kepulauan Bangka Belitung
Pangkal Pinang,312,2022,Kepulauan Bangka Belitung
Karimun,202,2022,Kepulauan Riau
Bintan,226,2022,Kepulauan Riau
Natuna,285,2022,Kepulauan Riau
Lingga,85,2022,Kepulauan Riau
Kepulauan Anambas,394,2022,Kepulauan Riau
Batam,393,2022,Kepulauan Riau
Tanjung Pinang,210,2022,Kepulauan Riau
Kep. Seribu,66,2022,DKI Jakarta
Jakarta Selatan,448,2022,D.K.I. Jakarta
Jakarta Timur,277,2022,D.K.I. Jakarta
Jakarta Pusat,259,2022,D.K.I. Jakarta
Jakarta Barat,216,2022,D.K.I. Jakarta
Jakarta Utara,168,2022,D.K.I. Jakarta
Bogor,145,2022,Jawa Barat
Sukabumi,37,2022,Jawa Barat
Cianjur,51,2022,Jawa Barat
Bandung,122,2022,Jawa Barat
Garut,31,2022,Jawa Barat
Tasikmalaya,33,2022,Jawa Barat
Ciamis,50,2022,Jawa Barat
Kuningan,96,2022,Jawa Barat
Cirebon,142,2022,Jawa Barat
Majalengka,32,2022,Jawa Barat
Sumedang,66,2022,Jawa Barat
Indramayu,61,2022,Jawa Barat
Subang,81,2022,Jawa Barat
Purwakarta,85,2022,Jawa Barat
Karawang,59,2022,Jawa Barat
Bekasi,157,2022,Jawa Barat
Bandung Barat,65,2022,Jawa Barat
Pangandaran,67,2022,Jawa Barat
Depok,359,2022,Jawa Barat
Cimahi,259,2022,Jawa Barat
Banjar,21,2022,Jawa Barat
Cilacap,20,2022,Jawa Tengah
Banyumas,29,2022,Jawa Tengah
Purbalingga,25,2022,Jawa Tengah
Banjarnegara,4,2022,Jawa Tengah
Kebumen,32,2022,Jawa Tengah
Purworejo,39,2022,Jawa Tengah
Wonosobo,21,2022,Jawa Tengah
Magelang,17,2022,Jawa Tengah
Boyolali,35,2022,Jawa Tengah
Klaten,61,2022,Jawa Tengah
Sukoharjo,61,2022,Jawa Tengah
Wonogiri,27,2022,Jawa Tengah
Karanganyar,52,2022,Jawa Tengah
Sragen,39,2022,Jawa Tengah
Grobogan,27,2022,Jawa Tengah
Blora,25,2022,Jawa Tengah
Rembang,21,2022,Jawa Tengah
Pati,36,2022,Jawa Tengah
Kudus,29,2022,Jawa Tengah
Jepara,20,2022,Jawa Tengah
Demak,13,2022,Jawa Tengah
Semarang,38,2022,Jawa Tengah
Temanggung,15,2022,Jawa Tengah
Kendal,79,2022,Jawa Tengah
Batang,22,2022,Jawa Tengah
Pekalongan,20,2022,Jawa Tengah
Pemalang,66,2022,Jawa Tengah
Tegal,67,2022,Jawa Tengah
Brebes,11,2022,Jawa Tengah
Surakarta,85,2022,Jawa Tengah
Salatiga,87,2022,Jawa Tengah
Kulon Progo,74,2022,D.I. Yogyakarta
Bantul,71,2022,D.I. Yogyakarta
Gunung Kidul,2,2022,D.I. Yogyakarta
Sleman,164,2022,D.I. Yogyakarta
Yogyakarta,101,2022,D.I. Yogyakarta
Pacitan,6,2022,Jawa Timur
Ponorogo,60,2022,Jawa Timur
Trenggalek,15,2022,Jawa Timur
Tulungagung,76,2022,Jawa Timur
Blitar,26,2022,Jawa Timur
Kediri,30,2022,Jawa Timur
Malang,25,2022,Jawa Timur
Lumajang,37,2022,Jawa Timur
Jember,21,2022,Jawa Timur
Banyuwangi,50,2022,Jawa Timur
Bondowoso,22,2022,Jawa Timur
Situbondo,39,2022,Jawa Timur
Probolinggo,28,2022,Jawa Timur
Pasuruan,13,2022,Jawa Timur
Sidoarjo,170,2022,Jawa Timur
Mojokerto,28,2022,Jawa Timur
Jombang,25,2022,Jawa Timur
Nganjuk,42,2022,Jawa Timur
Madiun,41,2022,Jawa Timur
Magetan,35,2022,Jawa Timur
Ngawi,10,2022,Jawa Timur
Bojonegoro,18,2022,Jawa Timur
Tuban,12,2022,Jawa Timur
Lamongan,24,2022,Jawa Timur
Gresik,55,2022,Jawa Timur
Bangkalan,64,2022,Jawa Timur
Sampang,4,2022,Jawa Timur
Pamekasan,19,2022,Jawa Timur
Sumenep,35,2022,Jawa Timur
Surabaya,97,2022,Jawa Timur
Batu,74,2022,Jawa Timur
Pandeglang,23,2022,Banten
Lebak,57,2022,Banten
Tangerang,171,2022,Banten
Serang,89,2022,Banten
Cilegon,264,2022,Banten
Tangerang Selatan,150,2022,Banten
Jembrana,43,2022,Bali
Tabanan,77,2022,Bali
Badung,101,2022,Bali
Gianyar,71,2022,Bali
Klungkung,75,2022,Bali
Bangli,39,2022,Bali
Karangasem,9,2022,Bali
Buleleng,23,2022,Bali
Denpasar,184,2022,Bali
Lombok Barat,48,2022,Nusa Tenggara Barat
Lombok Tengah,4,2022,Nusa Tenggara Barat
Lombok Timur,24,2022,Nusa Tenggara Barat
Sumbawa,24,2022,Nusa Tenggara Barat
Dompu,30,2022,Nusa Tenggara Barat
Bima,89,2022,Nusa Tenggara Barat
Sumbawa Barat,113,2022,Nusa Tenggara Barat
Lombok Utara,7,2022,Nusa Tenggara Barat
Mataram,173,2022,Nusa Tenggara Barat
Sumba Barat,2,2022,Nusa Tenggara Timur
Sumba Timur,1,2022,Nusa Tenggara Timur
Kupang,1,2022,Nusa Tenggara Timur
Timor Tengah Selatan,1,2022,Nusa Tenggara Timur
Timor Tengah Utara,2,2022,Nusa Tenggara Timur
Belu,3,2022,Nusa Tenggara Timur
Alor,6,2022,Nusa Tenggara Timur
Lembata,31,2022,Nusa Tenggara Timur
Flores Timur,22,2022,Nusa Tenggara Timur
Sikka,14,2022,Nusa Tenggara Timur
Ende,15,2022,Nusa Tenggara Timur
Ngada,9,2022,Nusa Tenggara Timur
Manggarai,16,2022,Nusa Tenggara Timur
Rote Ndao,4,2022,Nusa Tenggara Timur
Manggarai Barat,17,2022,Nusa Tenggara Timur
Sumba Tengah,8,2022,Nusa Tenggara Timur
Sumba Barat Daya,7,2022,Nusa Tenggara Timur
Nagekeo,5,2022,Nusa Tenggara Timur
Manggarai Timur,,2022,Nusa Tenggara Timur
Sabu Raijua,4,2022,Nusa Tenggara Timur
Malaka,2,2022,Nusa Tenggara Timur
Sambas,53,2022,Kalimantan Barat
Bengkayang,9,2022,Kalimantan Barat
Landak,10,2022,Kalimantan Barat
Mempawah,82,2022,Kalimantan Barat
Sanggau,52,2022,Kalimantan Barat
Ketapang,34,2022,Kalimantan Barat
Sintang,41,2022,Kalimantan Barat
Kapuas Hulu,108,2022,Kalimantan Barat
Sekadau,62,2022,Kalimantan Barat
Melawi,63,2022,Kalimantan Barat
Kayong Utara,34,2022,Kalimantan Barat
Kubu Raya,53,2022,Kalimantan Barat
Pontianak,212,2022,Kalimantan Barat
Singkawang,176,2022,Kalimantan Barat
Kotawaringin Barat,72,2022,Kalimantan Tengah
Kotawaringin Timur,104,2022,Kalimantan Tengah
Kapuas,35,2022,Kalimantan Tengah
Barito Selatan,244,2022,Kalimantan Tengah
Barito Utara,144,2022,Kalimantan Tengah
Sukamara,41,2022,Kalimantan Tengah
Lamandau,12,2022,Kalimantan Tengah
Seruyan,216,2022,Kalimantan Tengah
Katingan,96,2022,Kalimantan Tengah
Pulang Pisau,55,2022,Kalimantan Tengah
Gunung Mas,42,2022,Kalimantan Tengah
Barito Timur,151,2022,Kalimantan Tengah
Murung Raya,180,2022,Kalimantan Tengah
Palangka Raya,146,2022,Kalimantan Tengah
Tanah Laut,31,2022,Kalimantan Selatan
Kotabaru,85,2022,Kalimantan Selatan
Barito Kuala,30,2022,Kalimantan Selatan
Tapin,77,2022,Kalimantan Selatan
Hulu Sungai Selatan,53,2022,Kalimantan Selatan
Hulu Sungai Tengah,39,2022,Kalimantan Selatan
Hulu Sungai Utara,84,2022,Kalimantan Selatan
Tabalong,122,2022,Kalimantan Selatan
Tanah Bumbu,78,2022,Kalimantan Selatan
Balangan,53,2022,Kalimantan Selatan
Banjarmasin,135,2022,Kalimantan Selatan
Banjar Baru,232,2022,Kalimantan Selatan
Paser,105,2022,Kalimantan Timur
Kutai Barat,30,2022,Kalimantan Timur
Kutai Kartanegara,98,2022,Kalimantan Timur
Kutai Timur,99,2022,Kalimantan Timur
Berau,238,2022,Kalimantan Timur
Penajam Paser Utara,58,2022,Kalimantan Timur
Mahakam Ulu,37,2022,Kalimantan Timur
Balikpapan,208,2022,Kalimantan Timur
Samarinda,321,2022,Kalimantan Timur
Bontang,202,2022,Kalimantan Timur
Malinau,66,2022,Kalimantan Utara
Bulungan,74,2022,Kalimantan Utara
Tana Tidung,154,2022,Kalimantan Utara
Nunukan,195,2022,Kalimantan Utara
Tarakan,141,2022,Kalimantan Utara
Bolaang Mongondow,11,2022,Sulawesi Utara
Minahasa,27,2022,Sulawesi Utara
Kepulauan Sangihe,10,2022,Sulawesi Utara
Kepulauan Talaud,3,2022,Sulawesi Utara
Minahasa Selatan,62,2022,Sulawesi Utara
Minahasa Utara,140,2022,Sulawesi Utara
Bolaang Mongondow Utara,42,2022,Sulawesi Utara
Siau Tagulandang Biaro,47,2022,Sulawesi Utara
Minahasa Tenggara,22,2022,Sulawesi Utara
Bolaang Mongondow Selatan,2,2022,Sulawesi Utara
Bolaang Mongondow Timur,22,2022,Sulawesi Utara
Manado,123,2022,Sulawesi Utara
Bitung,108,2022,Sulawesi Utara
Tomohon,72,2022,Sulawesi Utara
Kotamobagu,12,2022,Sulawesi Utara
Banggai Kepulauan,22,2022,Sulawesi Tengah
Banggai,51,2022,Sulawesi Tengah
Morowali,50,2022,Sulawesi Tengah
Poso,63,2022,Sulawesi Tengah
Donggala,13,2022,Sulawesi Tengah
Toli-Toli,18,2022,Sulawesi Tengah
Buol,20,2022,Sulawesi Tengah
Parigi Moutong,20,2022,Sulawesi Tengah
Tojo Una-Una,76,2022,Sulawesi Tengah
Sigi,21,2022,Sulawesi Tengah
Banggai Laut,39,2022,Sulawesi Tengah
Morowali Utara,20,2022,Sulawesi Tengah
Palu,108,2022,Sulawesi Tengah
Kepulauan Selayar,276,2022,Sulawesi Selatan
Bulukumba,114,2022,Sulawesi Selatan
Bantaeng,68,2022,Sulawesi Selatan
Jeneponto,68,2022,Sulawesi Selatan
Takalar,67,2022,Sulawesi Selatan
Gowa,103,2022,Sulawesi Selatan
Sinjai,83,2022,Sulawesi Selatan
Maros,155,2022,Sulawesi Selatan
Pangkajene dan Kepulauan,160,2022,Sulawesi Selatan
Barru,85,2022,Sulawesi Selatan
Bone,157,2022,Sulawesi Selatan
Soppeng,143,2022,Sulawesi Selatan
Wajo,132,2022,Sulawesi Selatan
Sidenreng Rappang,93,2022,Sulawesi Selatan
Pinrang,22,2022,Sulawesi Selatan
Enrekang,58,2022,Sulawesi Selatan
Luwu,46,2022,Sulawesi Selatan
Tana Toraja,9,2022,Sulawesi Selatan
Luwu Utara,47,2022,Sulawesi Selatan
Luwu Timur,84,2022,Sulawesi Selatan
Toraja Utara,21,2022,Sulawesi Selatan
Makasar,274,2022,Sulawesi Selatan
Parepare,165,2022,Sulawesi Selatan
Palopo,100,2022,Sulawesi Selatan
Buton,41,2022,Sulawesi Tenggara
Muna,30,2022,Sulawesi Tenggara
Konawe,47,2022,Sulawesi Tenggara
Kolaka,66,2022,Sulawesi Tenggara
Konawe Selatan,13,2022,Sulawesi Tenggara
Bombana,111,2022,Sulawesi Tenggara
Wakatobi,222,2022,Sulawesi Tenggara
Kolaka Utara,144,2022,Sulawesi Tenggara
Buton Utara,42,2022,Sulawesi Tenggara
Konawe Utara,129,2022,Sulawesi Tenggara
Kolaka Timur,11,2022,Sulawesi Tenggara
Konawe Kepulauan,75,2022,Sulawesi Tenggara
Muna Barat,21,2022,Sulawesi Tenggara
Buton Tengah,69,2022,Sulawesi Tenggara
Buton Selatan,48,2022,Sulawesi Tenggara
Kendari,190,2022,Sulawesi Tenggara
Baubau,157,2022,Sulawesi Tenggara
Boalemo,17,2022,Gorontalo
Gorontalo,13,2022,Gorontalo
Pohuwato,17,2022,Gorontalo
Bone Bolango,17,2022,Gorontalo
Gorontalo Utara,8,2022,Gorontalo
Majene,54,2022,Sulawesi Barat
Polewali Mandar,38,2022,Sulawesi Barat
Mamasa,6,2022,Sulawesi Barat
Mamuju,39,2022,Sulawesi Barat
Mamuju Utara,28,2022,Sulawesi Barat
Mamuju Tengah,48,2022,Sulawesi Barat
Maluku Tenggara Barat,14,2022,Maluku
Maluku Tenggara,63,2022,Maluku
Maluku Tengah,46,2022,Maluku
Buru,32,2022,Maluku
Kepulauan Aru,17,2022,Maluku
Seram Bagian Barat,31,2022,Maluku
Seram Bagian Timur,99,2022,Maluku
Maluku Barat Daya,62,2022,Maluku
Buru Selatan,25,2022,Maluku
Ambon,114,2022,Maluku
Tual,91,2022,Maluku
Halmahera Barat,28,2022,Maluku Utara
Halmahera Tengah,49,2022,Maluku Utara
Kepulauan Sula,35,2022,Maluku Utara
Halmahera Selatan,34,2022,Maluku Utara
Halmahera Utara,39,2022,Maluku Utara
Halmahera Timur,53,2022,Maluku Utara
Pulau Morotai,49,2022,Maluku Utara
Pulau Taliabu,79,2022,Maluku Utara
Ternate,61,2022,Maluku Utara
Tidore Kepulauan,44,2022,Maluku Utara
Fakfak,232,2022,Papua Barat
Kaimana,200,2022,Papua Barat
Teluk Wondama,72,2022,Papua Barat
Teluk Bintuni,167,2022,Papua Barat
Manokwari,38,2022,Papua Barat
Sorong Selatan,12,2022,Papua Barat
Sorong,29,2022,Papua Barat
Raja Ampat,136,2022,Papua Barat
Tambrauw,103,2022,Papua Barat
Maybrat,14,2022,Papua Barat
Manokwari Selatan,21,2022,Papua Barat
Pegunungan Arfak,42,2022,Papua Barat
Merauke,187,2022,Papua
Jayawijaya,125,2022,Papua
Jayapura,121,2022,Papua
Nabire,103,2022,Papua
Kepulauan Yapen,44,2022,Papua
Biak Numfor,31,2022,Papua
Paniai,,2022,Papua
Puncak Jaya,18,2022,Papua
Mimika,137,2022,Papua
Boven Digoel,28,2022,Papua
Mappi,38,2022,Papua
Asmat,66,2022,Papua
Yahukimo,2,2022,Papua
Pegunungan Bintang,,2022,Papua
Tolikara,,2022,Papua
Sarmi,199,2022,Papua
Keerom,12,2022,Papua
Waropen,150,2022,Papua
Supiori,104,2022,Papua
Mamberamo Raya,115,2022,Papua
Nduga,36,2022,Papua
Lanny Jaya,0,2022,Papua
Mamberamo Tengah,5,2022,Papua
Yalimo,18,2022,Papua
Puncak,,2022,Jawa Barat
Dogiyai,,2022,Papua
Intan Jaya,,2022,Papua
Deiyai,,2022,Papua
